Title,Alternative Title,Description,notes,dimensions,scale,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Date Added,Collection Name,Set,City,State,Country,Continent,Region,coordinates
Precipitation Zones: Ecological Study for the Twin-Cities Metropolitan Area,Precipitation Zones: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Precipitation Zones prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:85,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/85/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/85,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/85/manifest.json,,p16022coll289:85,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Protection: Ecological Study for the Twin-Cities Metropolitan Area,Protection: Ecological Study for the Twin-Cities Metropolitan Area,"Chart of Protection prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000 (Chart)",,,"1:250,000 (Chart)",,,"Wallace, McHarg, Roberts and Todd",,,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:69,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/69/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/69,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/69/manifest.json,,p16022coll289:69,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Recreational Sites: Ecological Study for the Twin-Cities Metropolitan Area,Recreational Sites: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Recreational Sites prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:47,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/47/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/47,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/47/manifest.json,,p16022coll289:47,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Relief: Ecological Study for the Twin-Cities Metropolitan Area,Relief: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Relief prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Physical Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:42,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/42/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/42,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/42/manifest.json,,p16022coll289:42,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Slope: Ecological Study for the Twin-Cities Metropolitan Area,Slope: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Slope prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Physical Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:59,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/59/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/59,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/59/manifest.json,,p16022coll289:59,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Soils - Generalized for Agricultural Purposes: Ecological Study for the Twin-Cities Metropolitan Area,Soils - Generalized for Agricultural Purposes: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Soils - Generalized for Agricultural Purposes prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:77,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/77/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/77,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/77/manifest.json,,p16022coll289:77,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Soils - Generalized for Urban Purposes: Ecological Study for the Twin-Cities Metropolitan Area,Soils - Generalized for Urban Purposes: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Soils - Generalized for Urban Purposes prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:48,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/48/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/48,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/48/manifest.json,,p16022coll289:48,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Sub-Surface Geological Features: Ecological Study for the Twin-Cities Metropolitan Area,Sub-Surface Geological Features: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Sub-Surface Geological Features prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:82,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/82/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/82,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/82/manifest.json,,p16022coll289:82,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Suitability for Extraction: Ecological Study for the Twin-Cities Metropolitan Area,Suitability for Extraction: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Suitability for Extraction prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:40,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/40/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/40,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/40/manifest.json,,p16022coll289:40,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Suitability for Forestry: Ecological Study for the Twin-Cities Metropolitan Area,Suitability for Forestry: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Suitability for Forestry prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:60,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/60/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/60,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/60/manifest.json,,p16022coll289:60,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Surficial Geology: Ecological Study for the Twin-Cities Metropolitan Area,Surficial Geology: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Surficial Geology prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Geological Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:64,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/64/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/64,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/64/manifest.json,,p16022coll289:64,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Title Page: Ecological Study for the Twin-Cities Metropolitan Area,Title Page: Ecological Study for the Twin-Cities Metropolitan Area,Title page,,,,English,,"Wallace, McHarg, Roberts and Todd",,,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:74,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/74/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/74,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/74/manifest.json,,p16022coll289:74,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Wildlife Habitat - Water: Ecological Study for the Twin-Cities Metropolitan Area,Wildlife Habitat - Water: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Wildlife Habitat - Water prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:55,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/55/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/55,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/55/manifest.json,,p16022coll289:55,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
